EVTDESCPERCAS0;The scholars of your court have asked your permission to use the library for personal use.;Les savants de votre cour ont demandé la permission d'utiliser la bibliothèque à des fins personnelles.;Die Gelehrten Eures Hofes bitten um Eure Erlaubnis, die Bibliothek für ihren persönlichen Gebrauch verwenden zu dürfen.;;Los estudiosos de la  corte han pedido tu permiso para utilizar la biblioteca para uso personal.;;;;;;;;;x
EVTDESCSTUDYT1;Which technology will you study?;Quelle technologie souhaitez-vous étudier ?;Welche Technologie werdet Ihr studieren?;;¿Qué tecnología vas a estudiar?;;;;;;;;;x
EVTDESCSTUDYT2;You have finished your study on the art of war, and hopefully have learned something in the progress.;Vous finissez votre étude sur l'art de la guerre et espèrez en avoir appris quelque-chose dans le processus.;Ihr habt Euer Studium über die Kriegskünste beendet und hoffentlich etwas dabei gelernt.;;He terminado el estudio sobre el arte de la guerra, y espero haber aprendido algo en el progreso.;;;;;;;;;x
EVTDESCSTUDYT3;You have finished your study on culture, and hopefully have learned something in the progress.;Vous finissez votre étude sur la culture et espèrez en avoir appris quelque-chose dans le processus.;Ihr habt Euer Kultur-Studium beendet und hoffentlich etwas dabei gelernt.;;He terminado el estudio sobre la cultura, y espero haber aprendido algo en el progreso.;;;;;;;;;x
EVTDESCSTUDYT4;You have finished your study on economy, and hopefully have learned something in the progress.;Vous finissez votre étude sur l'économie et espèrez en avoir appris quelque-chose dans le processus.;Ihr habt Euer Wirtschafts-Studium beendet und hoffentlich etwas dabei gelernt.;;He terminado el estudio sobre economía, y con suerte espero haber aprendido algo en el progreso.;;;;;;;;;x
study_war;I shall study the art of war.;Je devrais étudier l'art de la guerre.;Ich sollte die Kriegskünste studieren.;;Voy a estudiar el arte de la guerra.;;;;;;;;;x
study_art;I'm determined to further our cultural advancements.;Je suis déterminé à promouvoir notre progrès culturel.;Ich bin entschlossen, unseren kulturellen Fortschritt zu fördern.;;Estoy decidido a avanzar en nuestra cultura.;;;;;;;;;x
study_economy;I shall study ways to improve our economy.;Je devrais étudier les moyens de renforcer notre économie.;Ich sollte Wege erforschen, unsere Wirtschaft zu stärken.;;Voy a estudiar formas de mejorar nuestra economía.;;;;;;;;;x
study_nuts;Alas! I cannot rest my soul until I know: Can I be a bird?;Malheur ! Mon âme ne peut trouver la paix jusqu'à que je sache : puis-je être comme l'oiseau ?;Ach! Meine Seele kann nicht ruhen bis ich es weiß: Kann ich ein Vigel sein?;;¡Ay! No puede descansar mi alma hasta que yo sepa si ¿Puedo volar como un pájaro?.;;;;;;;;;x
study_nuts_reg;You start building a pair of wings.;Vous débutez la construction d'une paire d'aile.;Ihr beginnt damit, ein Paar Flügel zu bauen. ;;Empiezas la construcción de un par de alas.;;;;;;;;;x
study_done;Finally!;Enfin !;Endlich!;;¡Por fin!;;;;;;;;;x
studylow;Because your expertise in the field of your chosen study is limited, your studies have yielded very little result. ;Votre expertise sur le sujet restant limitée, les résultats obtenu via l'étude n'ont rien de nouveau.;Da Euer Sachverstand auf dem Gebiet des von Euch gewählten Studiums stark begrenzt ist, haben Euer Studien sehr wenige Ergebnisse erbracht.;;Debido a que tu experiencia en el campo de estudio elegido es limitada, sus estudios han dado muy poco resultado.;;;;;;;;;x
studyfairlylow;Because your expertise in the field of your chosen study is fairly low, you were not able to discover anything of consequence. ;Votre expertise sur le sujet étant faible, vous n'avez rien découvert de concluant.;Da Euer Sachverstand auf dem Gebiet des von Euch gewählten Studiums eher gering ist, habt Ihr nichts ausschlaggebendes entdecken können.;;Debido a que tu experiencia en el campo de estudio elegido es bastante baja, no fuiste capaz de descubrir nada en consecuencia ..;;;;;;;;;x
studymedium;Because your expertise in the field of your chosen study is significant, you were able to devise a few laws to help develop the realm. ;Votre expertise sur le sujet étant suffisante, vous avez réussi à travailler sur quelques lois afin d'aider le développement de votre domaine.;Da Euer Sachverstand auf dem Gebiet des von Euch gewählten Studiums beträchtlich ist, wart Ihr in der Lage ein paar Gesetze auszuarbeiten, die für die Entwicklung Eures Reiches förderlich sein werden.;;Debido a tu experiencia en el campo de estudio elegido es significativa, fuiste capaz de idear algunas leyes para ayudar a desarrollar el reino.;;;;;;;;;x
studyhigh;Because you are a respected scholar in the field of your chosen study, you have learned much from your studies and are implementing needed reforms. ;Reconnu comme l'un des meilleurs érudits sur le sujet choisi, vous apprenez beaucoup de vos études et réalisez les réformes nécessaires pour le domaine.;Da Ihr ein anerkannter Gelehrter auf dem Gebiet des von Euch gewählten Studiums seid, habt Ihr eine Menge hinzugelernt und realisiert daher stark erforderliche Reformen.;;Debido a que eres un erudito respetado en el campo de estudio elegido, has aprendido mucho de los estudios y estás poniendo en práctica las reformas necesarias.;;;;;;;;;x
studyveryhigh;Because you are one of the leading authorities in the field of your chosen study, you have devised ingenious reforms that will revolutionize the development of the realm. ;Reconnu comme l'une des principales autorités en la matière, vous avez conçu des réformés sophistiquées qui révolutionneront le développement de votre domaine.;Da Ihr einer der führenden Autoritäten auf dem Gebiet des von Euch gewählten Studiums seid, habt Ihr ausgeklügelte Reformen entwickelt welche die Entwicklung Eures Reiches revolutionieren werden.;;Debido a que eres una de las principales autoridades en el campo de estudio elegido, has ideado ingeniosas reformas que revolucionarán el desarrollo del reino..;;;;;;;;;x
flight_failure; you crash! ;Vous vous écrasez !;- Ihr stürzt ab! ;;¡Te estrellas!;;;;;;;;;x
flight_success; you land safely! ;Vous atterrissez en douceur !;- Ihr landet halbwegs wohlbehalten! ;;¡Vuelas sano y salvo!;;;;;;;;;x
EVTDESCSTUDYT5;The moment of truth. You have built a pair of wings and are ready to release your inner bird. Some of your courtiers seem to be worried and have asked you not to try them, claiming it will be dangerous. Others have been surprisingly supportive... ;L'instant de vérité ! Vous avez construit une paire d'ailes et êtes prêt à libérer l'oiseau qui dort en vous. Certains de vos courtisans semblent soucieux de vous empêcher de les essayer, insistant sur le danger encouru. D'autres ont été étonnamment favorable au projet...;Der Moment der Wahrheit ist gekommen. Ihr habt ein Paar Flügel gebaut und seid bereit Euren inneren Vogel freizulassen. Einige Eurer Höflinge scheinen besorgt zu sein, und baten Euch, es nicht zu versuchen, darauf beharrend, dass es gefährlich sei. Andere wiederum waren erstaunlich unterstützend …;;Es el momento de la verdad. Has construido un par de alas y estas listo para liberar a tu ave interior. Algunos de los cortesanos parece haberse preocupado y te han pedido que no las pruebes, afirmando que será peligroso. Otros te han dado sorprendentemente su apoyo ...;;;;;;;;;x
fly_away; Cock-a-doodle-doo! ;Cocorico-oo !;Gockel-a-dubdi-du;;¡Qui-qui-ri-qui!;;;;;;;;;x
jump_away; Go for it!;Allons-y !;Nichts wie ran!;;¡A por ello!;;;;;;;;;x
EVTDESCSTUDYT6;You jump off from your castle's highest tower and start to glide. For a moment you feel like the happiest bird on Earth, when abruptly your wing's cloths start to tear! Your only chance is to land on a nearby tree! ;Sautant de la plus haute tour du château, vous commencez à planer. Pendant un bref moment, vous vous sentez comme le plus heureux des oiseaux sur Terre... Soudain, le tissu de vos ailes se déchirent ! Votre seule chance : chuter sur un arbre à proximité.;Ihr spring vom höchsten Turm Eurer Burg ab und fangt an zu gleiten. Für einen kurzen Moment fühlt Ihr Euch wie der glücklichste Vogel auf Erden, als plötzlich die Stoffe und Leinen Eurer Flügel zerreißen. Eure einzige Chance ist, Euch von einem nahegelegenen Baum abfangen zu lassen.;;Saltas de la más alta torre del castillo y comienzas a deslizarte. Por un momento te sientes como el ave más feliz de la Tierra, cuando abruptamente los paños de tu ala empiezan a desprenderse. Tu única oportunidad es para aterrizar en un árbol cercano.;;;;;;;;;x
cluck;Cluck! ; Côt-côt-côt-Côdêêêt !;Ihr habt doch echt einen Vogel!;;Cloqueo!;;;;;;;;;x
EVTDESCSTUDYT7;You made it! Such an incredible feat is sure to bring fame and glory to you, but currently all you care about is the silly looks on your courtiers' faces. ;Vous l'avez fait ! Un tel exploit apportera à coup sûr renommée et gloire sur vous ! Mais pour le moment, vous vous souciez des regards stupides de vos courtisans.;Ihr habt es geschafft. Solch eine unglaubliche Leistung wird Euch sicher Ruhm und Ehre bescheren, aber derzeit sind es nur die dummen Blicke auf des Gesichtern der Höflinge, die Euch interessieren.;;¡Lo has hecho!. Tal hazaña increíble estás seguro que va a traerte fama y gloria, pero en este momento lo único que importa son las miradas tontas en las caras de los cortesanos.;;;;;;;;;x
fly_success;Hahaha! You all look like lunatics! Caw caw!;Hahaha ! Qui à l'air d'un fou maintenant ? Croa croa !;Hahaha! Ihr seht alle wie völlige Wahnsinnige aus! Krah krah!;;Jajaja ¡Todos ustedes se ven como locos! ¡CAW Caw!.;;;;;;;;;x
nick_the_cuckoo;The Cuckoo;Le coucou;Der Kuckuck;;El cuco;;;;;;;;;x
remove_stressed;It is so calm here.;Que l'on est bien au calme ici.;Es ist so ruhig hier.;;Es tan tranquilo aquí.;;;;;;;;;x
remove_depressed;These plants are alive and blooming because of me.;Grâce à moi, ces plantes vivent et s'épanouissent.;Nur wegen mir sind diese Pflanzen am Leben, blühen und gedeihen.;;Estas plantas están vivas y florecientes por mi.;;;;;;;;;x
EVTDESCCASGAR1;Your daily walks in the garden really seem to soothe your mind.;Vos promenades quotidiennes dans le jardin semblent vraiment apaiser votre esprit.;Eure täglichen Spaziergänge im Garten scheinen wirklich Euren Geist zu besänftigen.;;LOs paseos diarios en el jardín realmente parecen calmar tu mente.;;;;;;;;;x
EVTDESCCASGAR2;Tending your garden has given you something to live for.;L'entretien de votre jardin est devenu un élément essentiel, qui vous motive à continuer.;Das Pflegen Eurers Gartens hat Euch etwas gegeben, wofür es sich zu leben lohnt.;;Cuidar de tu jardín te ha dado un motivo para vivir.;;;;;;;;;x
EVTDESCCASGAR3;Your garden's pond is the perfect place for pleasant conversation.;L'étang de votre jardin est le lieu idéal pour avoir une conversation agréable.;Euer Gartenteich ist der perfekte Ort für eine angenehme Unterhaltung.;;EL estanque de tu jardín es el lugar perfecto para una conversación agradable.;;;;;;;;;x
EVTDESCCASGAR4;Not everyone has a Hedge Maze in their garden. It will certainly impress your guests, as long as you make sure they find their way out of it.;Rares sont les personnes à posséder un labyrinthe végétal dans leur jardin. Il impressionnera sûrement vos invités, aussi longtemps que vous vous assurerez qu'ils trouvent la sortie.;Nicht jeder hat ein Heckenlabyrinth in seinem Garten. Es wird Eure Gäste sicherlich beeindrucken, solange Ihr sicherstellt, dass sie auch den Weg wieder heraus finden.;;No todo el mundo tiene un laberinto de setos en su jardín. Sin duda impresionara a tus invitados, siempre y cuando te asegures de que encuentren la manera de salir de ella.;;;;;;;;;x
pond_yes;It will remind the guests of my affluence.;Ceci rappellera aux invités l'étendue de ma richesse.;Es wird die Gäste an meinen Wohlstand erinnern.;;Esto recordará a los huéspedes mi riqueza.;;;;;;;;;x
pond_mad;It also makes a perfect scene to pull some pranks!;C'est l'endroit parfait pour jouer quelques farces !;Es ist zudem der perfekte Schauplatz, um ein paar Streiche zu spielen!;;¡También hace una escena perfecta para hacer algunas travesuras!.;;;;;;;;;x
pond_mad_reg;You have this option available thanks to your... eccentric characteristics. You push the person gazing at the pond into the water. ;Cette option est disponible grâce à vos... caractéristiques excentriques. Vous poussez la personne regardant l'étang dans l'eau.;Diese Option ist dank Eurer … exzentrischen Eigenschaften verfügbar. Ihr stoßt die Person, deren Blick über den Teich schweift, in das Wasser. ;;Tienes esta opción disponible gracias a tus características ... excéntricas. Empujas a una persona que esta contemplando el estanque al agua.;;;;;;;;;x
maze_yes;Indeed.;En effet.;Freilich.;;En efecto.;;;;;;;;;x
maze_no;Oh dear. It could be dangerous to get lost in there...;Oh, ce pourrait être dangereux de s'y perdre...;Oh, es könnte gefährlich sein, dort verloren zu gehen …;;Oh querido. Podría ser peligroso perderse allí ...;;;;;;;;;x
EVTDESCWINCEL1;Now that you have a place to store your wines, you may buy them in greater volumes. This will cut costs and save you the shame of having to serve water to your guests. ;Maintenant que vous avez un endroit pour stocker vos vins, vous pouvez les acheter dans des volumes plus importants. Cela permettra de réduire les coûts et vous épargner la honte d'avoir à servir de l'eau à vos invités.;Nun, wo Ihr einen Ort habt um Euren Wein zu lagern, könnt Ihr ihn in größeren Mengen kaufen. Das wird die Kosten senken und erspart Euch die Schande, Eure Gästen nur mit schnödem Wasser bedienen zu müssen.;;Ahora que tienes un lugar para almacenar los vinos, es posible comprar en mayores volúmenes. Esto reducirá los costos y te ahorrara la vergüenza de tener que servir agua a tus invitados.;;;;;;;;;x
wine_cellar_yes;Great!;Parfait !;Grandios!;;¡Magnífico!;;;;;;;;;x
wine_cellar_drunk;I can also drink it in greater volumes!;Et je pourrais boire de bien plus grands volumes;Nun kann ich ihn auch in größeren Mengen genießen!;;¡También puedo beberlo en grandes volúmenes!;;;;;;;;;x
EVTDESCWINCEL2;Wine has been disappearing from the cellar and you suspect one of your courtiers is behind it.;Du vin a disparu de la cave et vous soupçonnez qu'un de vos courtisans en est responsable.;Etwas Wein ist aus Eurem Keller verschwunden und Ihr verdächtigt einen Eurer Höflinge.;;El vino ha ido desapareciendo de la bodega y sospechas que uno de tus cortesanos está detrás de esto.;;;;;;;;;x
wine_cellar_imprisonment;There is no doubt about who is behind this. Guards!;Il ne peut y avoir aucun doute sur le coupable. Gardes !;Es gibt keinen Zweifel, wer dahinter steckt! Wachen!;;No hay duda acerca de quién está detrás de esto. ¡Guardias!;;;;;;;;;x
wine_cellar_no_evidence;Such a petty theft... A new lock will do just fine.;Un tel larcin... Une nouvelle serrure fera l'affaire.;Ein belangloser Diebstahl, ein neues Türschloss wird völlig ausreichen.;;Un pequeño robo Tal vez ... Un con nuevo candado no habra ningún problema.;;;;;;;;;x
have_a_drink;I have just found myself a new drinking pal!;Je viens de me trouver un nouveau compagnon de boisson !;Ich habe soeben einen neuen Zechbruder gefunden.;;¡Acabo de encontrar en mí mismo un nuevo amigo para beber!;;;;;;;;;x
EVTDESCSECPAS1;Your castle is fitted with hidden trapdoors and passages. While they make a nice shortcut from your quarters to the dining hall, there are also other interesting uses for them.;Votre château est équipé de portes et de passages secrets. Bien qu'ils fassent un raccourci commode pour se rendre de vos quartiers à la salle à manger, ils pourraient aussi avoir d'autres fonctions intéressantes...;Eure Burg ist mit versteckten Falltüren und Durchgängen ausgestattet. Während sie eine angenehme Abkürzung von Eurem Quartier in den Speisesaal darstellen, gibt es auch andere interessante Anwendungsmöglichkeiten für sie.;;Tu castillo está equipado con trampillas y pasadizos ocultos. Ellos hacen un buen atajo de tus cuartos a la sala de comedor, también hay otros usos interesantes para ellos.;;;;;;;;;x
secret_passages_yes_power;This makes spying on my courtiers too easy!;Espionner mes courtisans est devenu presque trop facile.;Dies macht das Ausspionieren meiner Höflinge fast schon zu einfach!;;¡Esto hace que espiar a mis cortesanos sea demasiado fácil!;;;;;;;;;x
secret_passages_yes;I might use them but only if I have to.;Je pourrais les utiliser, mais seulement en cas de besoin.;Ich könnte sie benutzen, aber nur, wenn es sein muss.;;Podría hacerlo pero únicamente si tengo que hacerlo.;;;;;;;;;x
secret_passages_honest;Why would I want to use them against my own?;Pourquoi les utiliserai-je contre les miens ?;Warum sollte ich sie gegen meinesgleichen einsetzen?;;¿Por qué iba yo a querer usarlos en contra de mi propia gente?.;;;;;;;;;x
EVTDESCSECPAS2;You have spent a great deal of your time in your castle's cramped secret passages, and it has finally taken a toll. Your back is not in as good shape as it used to be.;Le temps que vous avez passé dans les passages secrets de votre château a finalement pris son dû. L'état de votre dos n'est plus aussi bon qu'il ne l'était autrefois.;Ihr habt eine Menge Zeit in den engen Geheimgängen Eures Schloss verbracht, welche nun Ihren Tribut fordern. Euer Rücken ist nicht mehr in so guter Form, wie er es früher einmal war.;;Has pasado gran parte de tu tiempo en estrechos pasadizos secretos del castillo, y finalmente ha hecho mella. Tu espalda no está en tan buena forma como lo que solía ser.;;;;;;;;;x
accept_hunchbackness;It hurts. ;Ça fait mal !;Es schmerzt so sehr.;;¡Duele!;;;;;;;;;x
EVTDESCTRAYAR1;The training yard is the perfect place to improve your martial ability.;Le terrain d'exercice est le lieu idéal pour améliorer vos capacités martiales.;Der Übungsplatz ist der perfekte Ort, um Eure Kamfkünste zu verbessern.;;La palestra es el lugar idoneo para entrenar.;;;;;;;;;x
training_yard_yes_power;My upbringing has prepared me well for this. ;Mon éducation m'a préparé à cela.;Meine Erziehung hat mich gut darauf vorbereitet.;;Mi educación me ha preparado bien para esto.;;;;;;;;;x
training_yard_yes;I have other more pressing concerns, but a strong ruler must still learn to fight. ;J'ai des affaires plus urgentes, mais un dirigeant fort se doit toujours d'apprendre à combattre.;Ich habe dringendere Probleme, ich muss dennoch lernen, zu kämpfen.;;Tengo otras preocupaciones más apremiantes, pero un gobernante fuerte tiene que aprender a luchar.;;;;;;;;;x
training_yard_slothful;I have no interest in these follies.;Je n'ai aucun intérêt dans ces sottises;Ich habe kein Interesse an diesen Torheiten.;;No tengo ningún interés en estas locuras.;;;;;;;;;x
EVTDESCTRAYAR2;[Root.job_marshal.GetTitledFirstName] has requested your permission to use the training yard to improve his personal skills.;[Root.job_marshal.GetTitledFirstName] a requis votre permission pour utiliser le terrain d'exercice.;[Root.job_marshal.GetTitledFirstName] bat um Eure Erlaubnis den Übungsplatz nutzen zu dürfen um seine persönlichen Fähigkeiten zu verbessern.;;[Root.job_marshal.GetTitledFirstName] me ha solicitado permiso para utilizar la palestra para mejorar sus habilidades personales.;;;;;;;;;x
allow_training_yard;Of course!;Bien sûr !;Aber natürlich!;;¡Por supuesto!;;;;;;;;;x
dont_allow_training;[Root.job_marshal.GetTitledFirstName] has more important tasks to do!;[Root.job_marshal.GetTitledFirstName] a des choses plus importantes à faire !;[Root.job_marshal.GetTitledFirstName] hat wichtigere Aufgaben zu tun!;;¡[Root.job_marshal.GetTitledFirstName] tiene tareas más importantes que hacer!.;;;;;;;;;x
EVTDESCWINCEL3;The grand banquet hall is the perfect place to hold an extravagant feast... as well as other less prestigious activities.;La grande salle de réception est le lieu parfait pour tenir une fête extravagante... ainsi que d'autres moins prestigieuses.;Der große Festsaal ist der perfekte Ort, um ein extravagantes Fest sowie andere weniger prestigeträchtige Aktivitäten abzuhalten.;;El gran salón de banquetes es el lugar perfecto para celebrar una fiesta extravagante ... así como otras actividades de menor prestigio.;;;;;;;;;x
wine_cellar_2_yes;Indeed.;En effet.;Freilich.;;En efecto.;;;;;;;;;x
wine_cellar_2_drunk;I can think of more entertaining uses for it.;Je pense à des fins plus divertissants.;Ich kann mir unterhaltsamere Verwendungszwecke vorstellen.;;No puedo pensar en usos más entretenidos para ello.;;;;;;;;;x
drinking_buddy;Drinking Pal;Compagnon de boisson;Zechbruder;;Amigo de Bebida.;;;;;;;;;x
likes_to_drink;You have this option because you have the §YDrunkard§!  or the §YHedonist§!  trait. ;Cette option est disponible cas vous avez la caractéristique §YDrunkard§! ou §YHedonist§! .;Ihr habt diese Option da Ihr ein §Ytrunkenbold§! oder ein §YHedonist§! seid. ;;Usted tiene esta opción, porque usted tiene los rasgos §YBorracho§! o §YHedonista§!.;;;;;;;;;x
evtdescbibler2;My liege has summoned to discuss a matter of great spiritual importance. I fear his immortal soul may be at stake if I cannot answer his questions.;Mon suzerain m'a convoqué pour discuter d'une question de grande importance spirituelle. Je crains pour le salut de son âme immortelle si je n'arrive à répondre à ses questions.;Mein Fürst hat gerufen, um eine Sache von großer spiritueller Bedeutung zu diskutieren. Ich fürchte, seine unsterbliche Seele steht auf dem Spiel, wenn ich seine Fragen nicht beantworten kann.;;Mi señor me ha convocado para discutir un asunto de gran importancia espiritual. Me temo que su alma inmortal puede estar en peligro si no puedo responder a sus preguntas.;;;;;;;;;x
discuss_bible;I shall speak with him.;Je vais parler avec lui.;Ich werde mit ihm sprechen.;;Voy a hablar con él.;;;;;;;;;x
